start	end	mention	_class	labels
0	46	Absence of the seventh component of complement	SpecificDisease	OMIM:610102
65	88	chronic meningococcemia	SpecificDisease	D008589
103	113	vasculitis	SpecificDisease	D014657
168	173	fever	SpecificDisease	D005334
175	184	arthritis	SpecificDisease	D001168
190	210	cutaneous vasculitis	SpecificDisease	D018366
229	252	chronic meningococcemia	SpecificDisease	D008589
367	416	deficiency of the seventh component of complement	SpecificDisease	OMIM:610102
493	509	deficiency of C7	SpecificDisease	OMIM:610102
527	555	Chronic neisserial infection	SpecificDisease	D016870
579	592	C7 deficiency	SpecificDisease	OMIM:610102
640	660	cutaneous vasculitis	SpecificDisease	D018366
